series_id        ,area_code,item_code,begin_year,begin_period,end_year,end_period
APU0000701111    ,0000,701111,1980,M01,2025,M02
APU0000701311    ,0000,701311,1980,M01,1981,M12
APU0000701312    ,0000,701312,1980,M01,2025,M02
APU0000701321    ,0000,701321,1980,M01,1981,M03
APU0000701322    ,0000,701322,1984,M01,2025,M02
APU0000702111    ,0000,702111,1980,M01,2025,M02
APU0000702112    ,0000,702112,1980,M01,2016,M09
APU0000702211    ,0000,702211,1980,M01,1981,M12
APU0000702212    ,0000,702212,1980,M01,2025,M02
APU0000702213    ,0000,702213,1980,M01,1981,M12
APU0000702221    ,0000,702221,1980,M01,1984,M09
APU0000702411    ,0000,702411,1980,M01,1986,M12
APU0000702421    ,0000,702421,1980,M01,2025,M02
APU0000702611    ,0000,702611,1980,M01,2000,M10
APU0000703111    ,0000,703111,1980,M01,2025,M02
APU0000703112    ,0000,703112,1984,M01,2025,M02
APU0000703113    ,0000,703113,1991,M01,2025,M02
APU0000703211    ,0000,703211,1980,M01,1996,M08
APU0000703212    ,0000,703212,1991,M01,2017,M12
APU0000703213    ,0000,703213,1989,M01,2025,M02
APU0000703311    ,0000,703311,1980,M01,2025,M02
APU0000703312    ,0000,703312,1991,M01,2014,M07
APU0000703411    ,0000,703411,1980,M01,1997,M12
APU0000703421    ,0000,703421,1980,M01,1987,M05
APU0000703422    ,0000,703422,1980,M01,2002,M04
APU0000703423    ,0000,703423,1980,M01,1986,M12
APU0000703425    ,0000,703425,1991,M01,2001,M10
APU0000703431    ,0000,703431,1991,M01,2011,M05
APU0000703432    ,0000,703432,1991,M01,2025,M02
APU0000703511    ,0000,703511,1980,M01,2025,M02
APU0000703512    ,0000,703512,1991,M01,2025,M02
APU0000703611    ,0000,703611,1980,M01,1994,M04
APU0000703612    ,0000,703612,1991,M01,2018,M03
APU0000703613    ,0000,703613,1989,M01,2025,M02
APU0000704111    ,0000,704111,1980,M01,2025,M02
APU0000704211    ,0000,704211,1980,M01,2025,M02
APU0000704212    ,0000,704212,1995,M07,2025,M02
APU0000704311    ,0000,704311,1980,M01,2016,M06
APU0000704312    ,0000,704312,1991,M01,2025,M02
APU0000704313    ,0000,704313,1980,M01,1983,M03
APU0000704314    ,0000,704314,1980,M01,1982,M07
APU0000704321    ,0000,704321,1980,M01,1992,M11
APU0000704411    ,0000,704411,1980,M01,1981,M12
APU0000704412    ,0000,704412,1980,M01,1987,M07
APU0000704413    ,0000,704413,1980,M01,1997,M12
APU0000704421    ,0000,704421,1980,M01,2002,M09
APU0000705111    ,0000,705111,1980,M01,2022,M04
APU0000705121    ,0000,705121,1980,M01,2019,M09
APU0000705141    ,0000,705141,1980,M01,1988,M10
APU0000705142    ,0000,705142,1991,M01,1994,M01
APU0000706111    ,0000,706111,1980,M01,2025,M02
APU0000706211    ,0000,706211,1980,M01,2011,M10
APU0000706212    ,0000,706212,1980,M01,2025,M02
APU0000706311    ,0000,706311,1980,M01,2020,M02
APU0000707111    ,0000,707111,1980,M01,2017,M09
APU0000708111    ,0000,708111,1980,M01,2025,M02
APU0000708112    ,0000,708112,1980,M01,1997,M12
APU0000709111    ,0000,709111,1980,M01,1997,M12
APU0000709112    ,0000,709112,1995,M07,2025,M02
APU0000709211    ,0000,709211,1980,M01,1986,M05
APU0000709212    ,0000,709212,1980,M01,1992,M09
APU0000709213    ,0000,709213,1995,M07,2002,M10
APU0000710111    ,0000,710111,1980,M01,2012,M04
APU0000710122    ,0000,710122,1980,M01,2003,M03
APU0000710211    ,0000,710211,1984,M01,2025,M02
APU0000710212    ,0000,710212,1984,M01,2025,M02
APU0000710411    ,0000,710411,1980,M01,2025,M02
APU0000711111    ,0000,711111,1980,M01,2017,M10
APU0000711211    ,0000,711211,1980,M01,2025,M02
APU0000711311    ,0000,711311,1980,M01,2025,M02
APU0000711312    ,0000,711312,1980,M06,2013,M08
APU0000711411    ,0000,711411,1980,M01,2025,M02
APU0000711412    ,0000,711412,1980,M01,2025,M02
APU0000711413    ,0000,711413,1980,M01,2019,M07
APU0000711414    ,0000,711414,1980,M06,2020,M08
APU0000711415    ,0000,711415,1980,M04,2025,M02
APU0000711416    ,0000,711416,1980,M01,1987,M12
APU0000711417    ,0000,711417,1980,M07,2021,M09
APU0000711418    ,0000,711418,1980,M06,2019,M07
APU0000712111    ,0000,712111,1980,M01,1986,M02
APU0000712112    ,0000,712112,1986,M03,2025,M02
APU0000712211    ,0000,712211,1980,M01,2025,M02
APU0000712311    ,0000,712311,1980,M01,2025,M02
APU0000712401    ,0000,712401,1980,M01,2012,M10
APU0000712402    ,0000,712402,1980,M01,2012,M10
APU0000712403    ,0000,712403,1980,M01,2014,M03
APU0000712404    ,0000,712404,1980,M01,1997,M12
APU0000712405    ,0000,712405,1980,M01,1987,M07
APU0000712406    ,0000,712406,1980,M01,2020,M03
APU0000712407    ,0000,712407,1980,M04,1988,M06
APU0000712408    ,0000,712408,1980,M01,1989,M02
APU0000712409    ,0000,712409,1980,M01,2000,M04
APU0000712410    ,0000,712410,1980,M01,1989,M02
APU0000712411    ,0000,712411,1980,M01,1986,M01
APU0000712412    ,0000,712412,1995,M07,2020,M03
APU0000713111    ,0000,713111,1980,M01,2025,M02
APU0000713311    ,0000,713311,1995,M07,1997,M12
APU0000713312    ,0000,713312,1995,M07,1997,M12
APU0000714111    ,0000,714111,1980,M01,2005,M02
APU0000714221    ,0000,714221,1995,M07,2025,M02
APU0000714231    ,0000,714231,1980,M01,1988,M02
APU0000714232    ,0000,714232,1995,M07,1997,M12
APU0000714233    ,0000,714233,1995,M07,2025,M02
APU0000715111    ,0000,715111,1980,M01,1986,M11
APU0000715211    ,0000,715211,1980,M01,2025,M02
APU0000715212    ,0000,715212,1980,M01,2022,M10
APU0000715311    ,0000,715311,1980,M01,1981,M12
APU0000716111    ,0000,716111,1980,M01,1981,M12
APU0000716113    ,0000,716113,1980,M01,1980,M12
APU0000716114    ,0000,716114,1984,M01,2014,M05
APU0000716116    ,0000,716116,1984,M01,2019,M10
APU0000716121    ,0000,716121,1980,M01,2005,M04
APU0000716141    ,0000,716141,1984,M01,2017,M12
APU0000717111    ,0000,717111,1980,M01,1986,M07
APU0000717112    ,0000,717112,1980,M01,1981,M12
APU0000717113    ,0000,717113,1980,M01,1992,M02
APU0000717114    ,0000,717114,1995,M07,2009,M05
APU0000717311    ,0000,717311,1980,M01,2025,M02
APU0000717312    ,0000,717312,1980,M01,1988,M08
APU0000717324    ,0000,717324,1984,M01,1987,M11
APU0000717325    ,0000,717325,1984,M01,1984,M09
APU0000717326    ,0000,717326,1984,M01,1985,M11
APU0000717327    ,0000,717327,1995,M07,2003,M09
APU0000717411    ,0000,717411,1980,M01,1982,M12
APU0000717412    ,0000,717412,1980,M01,1981,M08
APU0000717413    ,0000,717413,1980,M01,1983,M10
APU0000718311    ,0000,718311,1980,M01,2025,M02
APU0000718631    ,0000,718631,1980,M01,1986,M01
APU0000720111    ,0000,720111,1995,M07,2025,M02
APU0000720211    ,0000,720211,1985,M12,1986,M12
APU0000720221    ,0000,720221,1985,M12,1986,M12
APU0000720222    ,0000,720222,1995,M07,2024,M04
APU0000720311    ,0000,720311,1995,M07,2025,M02
APU000072511     ,0000,72511,1978,M11,2025,M02
APU000072601     ,0000,72601,1978,M11,2013,M06
APU000072610     ,0000,72610,1978,M11,2025,M02
APU000072611     ,0000,72611,1978,M11,2013,M06
APU000072620     ,0000,72620,1978,M11,2025,M02
APU000072621     ,0000,72621,1978,M11,2013,M06
APU000074712     ,0000,74712,1973,M10,1991,M04
APU000074713     ,0000,74713,1973,M10,1983,M12
APU000074714     ,0000,74714,1976,M01,2025,M02
APU000074715     ,0000,74715,1993,M12,2025,M02
APU000074716     ,0000,74716,1981,M09,2025,M02
APU000074717     ,0000,74717,1998,M01,2025,M02
APU00007471A     ,0000,7471A,1978,M01,2025,M02
APU0000FC1101    ,0000,FC1101,1998,M01,2025,M02
APU0000FC2101    ,0000,FC2101,1998,M01,2025,M02
APU0000FC3101    ,0000,FC3101,1998,M01,2025,M02
APU0000FC4101    ,0000,FC4101,1998,M01,2025,M02
APU0000FD2101    ,0000,FD2101,1998,M01,2025,M02
APU0000FD3101    ,0000,FD3101,1998,M01,2025,M02
APU0000FD4101    ,0000,FD4101,1998,M01,2025,M02
APU0000FF1101    ,0000,FF1101,2006,M01,2025,M02
APU0000FJ1101    ,0000,FJ1101,2018,M04,2025,M02
APU0000FJ4101    ,0000,FJ4101,2018,M04,2025,M02
APU0000FL2101    ,0000,FL2101,2006,M01,2025,M02
APU0000FN1101    ,0000,FN1101,2018,M04,2025,M02
APU0000FN1102    ,0000,FN1102,2018,M04,2025,M02
APU0000FS1101    ,0000,FS1101,2018,M04,2025,M02
APU0100701111    ,0100,701111,1980,M01,2016,M10
APU0100701311    ,0100,701311,1980,M01,1985,M11
APU0100701312    ,0100,701312,1980,M01,1997,M09
APU0100701321    ,0100,701321,1980,M01,1980,M10
APU0100701322    ,0100,701322,1984,M01,2024,M04
APU0100702111    ,0100,702111,1980,M01,2025,M02
APU0100702212    ,0100,702212,1980,M12,2016,M10
APU0100702221    ,0100,702221,1980,M01,1981,M12
APU0100702411    ,0100,702411,1980,M01,1985,M05
APU0100702421    ,0100,702421,1980,M01,1987,M03
APU0100702611    ,0100,702611,1980,M01,1981,M12
APU0100703111    ,0100,703111,1980,M01,2016,M10
APU0100703112    ,0100,703112,1984,M03,2025,M02
APU0100703113    ,0100,703113,1991,M01,2015,M12
APU0100703211    ,0100,703211,1980,M01,1989,M02
APU0100703213    ,0100,703213,1989,M01,2024,M04
APU0100703311    ,0100,703311,1980,M01,2025,M02
APU0100703411    ,0100,703411,1980,M01,1995,M11
APU0100703421    ,0100,703421,1980,M01,1986,M12
APU0100703422    ,0100,703422,1980,M01,1985,M10
APU0100703423    ,0100,703423,1980,M01,1987,M07
APU0100703425    ,0100,703425,1991,M01,1992,M01
APU0100703431    ,0100,703431,1991,M11,1991,M11
APU0100703432    ,0100,703432,2012,M11,2013,M07
APU0100703511    ,0100,703511,1980,M01,2024,M05
APU0100703512    ,0100,703512,1994,M02,1994,M07
APU0100703611    ,0100,703611,1980,M01,1997,M09
APU0100703612    ,0100,703612,1994,M11,1995,M11
APU0100703613    ,0100,703613,1989,M01,2023,M06
APU0100704111    ,0100,704111,1980,M01,2025,M02
APU0100704211    ,0100,704211,1980,M01,2016,M09
APU0100704212    ,0100,704212,1995,M07,2025,M02
APU0100704311    ,0100,704311,1980,M01,1986,M12
APU0100704312    ,0100,704312,2002,M10,2025,M02
APU0100704314    ,0100,704314,1980,M05,1981,M12
APU0100704321    ,0100,704321,1980,M01,1993,M01
APU0100704413    ,0100,704413,1980,M01,1988,M02
APU0100705111    ,0100,705111,1980,M01,1991,M02
APU0100705121    ,0100,705121,1980,M01,1992,M08
APU0100705141    ,0100,705141,1980,M01,1986,M12
APU0100706111    ,0100,706111,1980,M01,2025,M02
APU0100706211    ,0100,706211,1980,M01,1999,M03
APU0100706212    ,0100,706212,1980,M01,2020,M08
APU0100706311    ,0100,706311,1980,M01,1997,M06
APU0100707111    ,0100,707111,1980,M01,1997,M12
APU0100708111    ,0100,708111,1980,M01,2024,M10
APU0100709111    ,0100,709111,1980,M01,1997,M12
APU0100709112    ,0100,709112,1995,M07,2024,M10
APU0100709211    ,0100,709211,1980,M01,1984,M09
APU0100709212    ,0100,709212,1980,M01,1990,M11
APU0100710111    ,0100,710111,1980,M01,2004,M04
APU0100710122    ,0100,710122,1980,M01,2000,M08
APU0100710211    ,0100,710211,1984,M01,2024,M10
APU0100710212    ,0100,710212,1984,M01,2024,M10
APU0100710411    ,0100,710411,1980,M01,2024,M04
APU0100711111    ,0100,711111,1980,M01,2009,M10
APU0100711211    ,0100,711211,1980,M01,2025,M02
APU0100711311    ,0100,711311,1980,M01,2025,M02
APU0100711312    ,0100,711312,1980,M06,2006,M09
APU0100711411    ,0100,711411,1980,M01,2020,M02
APU0100711412    ,0100,711412,1980,M01,2020,M02
APU0100711413    ,0100,711413,1980,M01,2000,M04
APU0100711414    ,0100,711414,1980,M06,2019,M09
APU0100711415    ,0100,711415,1980,M04,2020,M03
APU0100711416    ,0100,711416,1980,M01,1986,M12
APU0100711417    ,0100,711417,1980,M07,2017,M12
APU0100711418    ,0100,711418,1980,M06,1987,M07
APU0100712111    ,0100,712111,1980,M01,1986,M02
APU0100712112    ,0100,712112,1986,M03,2025,M02
APU0100712211    ,0100,712211,1980,M01,2010,M02
APU0100712311    ,0100,712311,1980,M01,2025,M02
APU0100712401    ,0100,712401,1980,M01,1997,M09
APU0100712402    ,0100,712402,1980,M01,1991,M10
APU0100712403    ,0100,712403,1980,M01,1996,M10
APU0100712404    ,0100,712404,1980,M01,1996,M02
APU0100712405    ,0100,712405,1981,M07,1981,M07
APU0100712406    ,0100,712406,1980,M01,1990,M02
APU0100712407    ,0100,712407,1980,M05,1987,M09
APU0100712408    ,0100,712408,1980,M01,1987,M07
APU0100712409    ,0100,712409,1980,M01,1993,M07
APU0100712410    ,0100,712410,1980,M01,1989,M01
APU0100712412    ,0100,712412,1995,M07,1997,M12
APU0100713111    ,0100,713111,1980,M01,2012,M09
APU0100714111    ,0100,714111,1984,M08,1999,M12
APU0100714221    ,0100,714221,1996,M06,1997,M12
APU0100714231    ,0100,714231,1980,M01,1987,M11
APU0100714232    ,0100,714232,1995,M12,1997,M09
APU0100714233    ,0100,714233,1998,M01,2012,M05
APU0100715111    ,0100,715111,1980,M01,1985,M04
APU0100715211    ,0100,715211,1980,M01,2013,M10
APU0100715212    ,0100,715212,1980,M01,2001,M10
APU0100715311    ,0100,715311,1980,M01,1981,M11
APU0100716114    ,0100,716114,1984,M01,1994,M10
APU0100716116    ,0100,716116,1984,M01,1989,M02
APU0100716121    ,0100,716121,1980,M01,1997,M12
APU0100716141    ,0100,716141,1984,M01,2003,M04
APU0100717111    ,0100,717111,1980,M01,1986,M07
APU0100717113    ,0100,717113,1980,M01,1986,M07
APU0100717114    ,0100,717114,2004,M05,2004,M09
APU0100717311    ,0100,717311,1980,M01,2006,M05
APU0100717312    ,0100,717312,1980,M01,1988,M10
APU0100717411    ,0100,717411,1980,M10,1981,M12
APU0100717412    ,0100,717412,1980,M01,1980,M08
APU0100717413    ,0100,717413,1980,M01,1981,M12
APU0100718311    ,0100,718311,1980,M01,2025,M02
APU0100718631    ,0100,718631,1980,M01,1982,M09
APU0100720111    ,0100,720111,1995,M07,2025,M02
APU0100720221    ,0100,720221,1985,M12,1986,M12
APU0100720222    ,0100,720222,1995,M07,1997,M11
APU0100720311    ,0100,720311,1995,M07,2025,M02
APU010072511     ,0100,72511,1978,M11,2025,M02
APU010072601     ,0100,72601,1978,M11,2013,M06
APU010072610     ,0100,72610,1978,M11,2025,M02
APU010072611     ,0100,72611,1978,M11,2013,M06
APU010072620     ,0100,72620,1978,M11,2025,M02
APU010072621     ,0100,72621,1978,M11,2013,M06
APU010074712     ,0100,74712,1978,M01,1991,M04
APU010074713     ,0100,74713,1978,M01,1981,M11
APU010074714     ,0100,74714,1978,M01,2025,M02
APU010074715     ,0100,74715,1993,M12,2025,M02
APU010074716     ,0100,74716,1981,M09,2025,M02
APU010074717     ,0100,74717,1998,M01,2025,M02
APU01007471A     ,0100,7471A,1978,M01,2025,M02
APU0100FC1101    ,0100,FC1101,1998,M01,2025,M02
APU0100FC2101    ,0100,FC2101,1998,M01,2025,M02
APU0100FC3101    ,0100,FC3101,1998,M01,2025,M02
APU0100FC4101    ,0100,FC4101,1998,M01,2025,M02
APU0100FD2101    ,0100,FD2101,1998,M01,2025,M02
APU0100FD3101    ,0100,FD3101,1998,M01,2025,M02
APU0100FD4101    ,0100,FD4101,1998,M01,2025,M02
APU0100FF1101    ,0100,FF1101,2006,M05,2025,M02
APU0100FJ1101    ,0100,FJ1101,2018,M04,2024,M09
APU0100FJ4101    ,0100,FJ4101,2018,M04,2025,M02
APU0100FN1101    ,0100,FN1101,2018,M04,2025,M02
APU0100FN1102    ,0100,FN1102,2018,M04,2024,M10
APU011072511     ,0110,72511,2018,M01,2025,M02
APU011072610     ,0110,72610,2018,M01,2024,M12
APU011072620     ,0110,72620,2018,M01,2024,M12
APU011074714     ,0110,74714,2018,M01,2025,M02
APU011074715     ,0110,74715,2018,M01,2025,M02
APU011074716     ,0110,74716,2018,M01,2025,M02
APU011074717     ,0110,74717,2018,M01,2025,M02
APU01107471A     ,0110,7471A,2018,M01,2025,M02
APU012072511     ,0120,72511,2018,M01,2025,M02
APU012072610     ,0120,72610,2018,M01,2024,M12
APU012072620     ,0120,72620,2018,M01,2024,M12
APU012074714     ,0120,74714,2018,M01,2025,M02
APU012074715     ,0120,74715,2018,M01,2025,M02
APU012074716     ,0120,74716,2018,M01,2025,M02
APU012074717     ,0120,74717,2018,M01,2025,M02
APU01207471A     ,0120,7471A,2018,M01,2025,M02
APU0200701111    ,0200,701111,1980,M01,2019,M10
APU0200701311    ,0200,701311,1980,M01,1984,M01
APU0200701312    ,0200,701312,2021,M11,2024,M10
APU0200701321    ,0200,701321,1980,M01,1981,M12
APU0200701322    ,0200,701322,1984,M01,2022,M09
APU0200702111    ,0200,702111,1980,M01,2025,M02
APU0200702112    ,0200,702112,1980,M09,1986,M05
APU0200702211    ,0200,702211,1980,M01,1983,M06
APU0200702212    ,0200,702212,1980,M01,2020,M10
APU0200702221    ,0200,702221,1980,M01,1985,M09
APU0200702411    ,0200,702411,1980,M01,1987,M07
APU0200702421    ,0200,702421,1980,M01,2021,M06
APU0200702611    ,0200,702611,1980,M01,1989,M07
APU0200703111    ,0200,703111,1980,M01,2021,M09
APU0200703112    ,0200,703112,1984,M01,2025,M02
APU0200703113    ,0200,703113,1991,M01,2012,M12
APU0200703211    ,0200,703211,1980,M01,1995,M01
APU0200703212    ,0200,703212,1991,M12,2012,M10
APU0200703213    ,0200,703213,1989,M01,2025,M02
APU0200703311    ,0200,703311,1980,M01,2025,M02
APU0200703312    ,0200,703312,1992,M02,1999,M05
APU0200703411    ,0200,703411,1980,M01,1993,M02
APU0200703421    ,0200,703421,1980,M01,1986,M12
APU0200703422    ,0200,703422,1980,M01,2000,M09
APU0200703423    ,0200,703423,1980,M01,1987,M10
APU0200703425    ,0200,703425,1991,M01,1997,M12
APU0200703431    ,0200,703431,1991,M01,1991,M04
APU0200703432    ,0200,703432,1991,M01,2024,M04
APU0200703511    ,0200,703511,1980,M01,2022,M05
APU0200703512    ,0200,703512,1992,M03,2008,M10
APU0200703611    ,0200,703611,1980,M01,1993,M04
APU0200703612    ,0200,703612,1992,M03,1999,M03
APU0200703613    ,0200,703613,1989,M01,2025,M02
APU0200704111    ,0200,704111,1980,M01,2025,M02
APU0200704211    ,0200,704211,1980,M01,2015,M04
APU0200704212    ,0200,704212,1995,M07,2025,M02
APU0200704311    ,0200,704311,1980,M01,1986,M06
APU0200704312    ,0200,704312,1991,M01,2025,M02
APU0200704321    ,0200,704321,1980,M01,1991,M08
APU0200704411    ,0200,704411,1980,M01,1981,M12
APU0200704412    ,0200,704412,1980,M01,1987,M12
APU0200704413    ,0200,704413,1980,M04,1985,M01
APU0200704421    ,0200,704421,1980,M01,1991,M07
APU0200705111    ,0200,705111,1980,M01,1991,M08
APU0200705121    ,0200,705121,1980,M01,2017,M04
APU0200705141    ,0200,705141,1980,M01,1990,M07
APU0200706111    ,0200,706111,1980,M01,2025,M02
APU0200706211    ,0200,706211,1980,M01,1997,M12
APU0200706212    ,0200,706212,1980,M11,2022,M05
APU0200706311    ,0200,706311,1980,M01,2017,M12
APU0200707111    ,0200,707111,1980,M01,2001,M10
APU0200708111    ,0200,708111,1980,M01,2025,M02
APU0200709111    ,0200,709111,1980,M01,1992,M02
APU0200709112    ,0200,709112,1995,M07,2020,M04
